Source protein	Target protein	Source gene	Target gene	Supportability	Mean MR	Function
Apolipoprotein M	Glutathione S-transferase P	APOM	GSTP1	2	7915.3025	glutathione S-transferase pi 1
Angiogenin	Glutathione S-transferase P	ANG	GSTP1	2	6850.53	glutathione S-transferase pi 1
Vascular endothelial growth factor B	TBC1 domain family member 10A	VEGFB	TBC1D10A	2	6419.25	TBC1 domain family member 10A
Vasorin	TBC1 domain family member 10A	VASN	TBC1D10A	2	6916.1575	TBC1 domain family member 10A
Tumor necrosis factor receptor superfamily member 1A	TBC1 domain family member 10A	TNFRSF1A	TBC1D10A	2	7707.622499999999	TBC1 domain family member 10A
Spermine oxidase	TBC1 domain family member 10A	SMOX	TBC1D10A	2	7313.015	TBC1 domain family member 10A
Pigment epithelium-derived factor	TBC1 domain family member 10A	SERPINF1	TBC1D10A	2	7624.622499999999	TBC1 domain family member 10A
N-acetylmuramoyl-L-alanine amidase	TBC1 domain family member 10A	PGLYRP2	TBC1D10A	2	7604.22	TBC1 domain family member 10A
Galectin-3	TBC1 domain family member 10A	LGALS3	TBC1D10A	2	7852.845	TBC1 domain family member 10A
Phosphatidylcholine-sterol acyltransferase	TBC1 domain family member 10A	LCAT	TBC1D10A	2	7073.860000000001	TBC1 domain family member 10A
Ig mu chain C region	TBC1 domain family member 10A	IGHM	TBC1D10A	2	8402.243333333334	TBC1 domain family member 10A
Heat shock protein beta-1	TBC1 domain family member 10A	HSPB1	TBC1D10A	2	5878.2425	TBC1 domain family member 10A
Gelsolin	TBC1 domain family member 10A	GSN	TBC1D10A	2	6523.775000000001	TBC1 domain family member 10A
Tetranectin	TBC1 domain family member 10A	CLEC3B	TBC1D10A	2	8607.405	TBC1 domain family member 10A
CD44 antigen	TBC1 domain family member 10A	CD44	TBC1D10A	2	8100.674999999999	TBC1 domain family member 10A
Alpha-1B-glycoprotein_VAR_018369	TBC1 domain family member 10A	A1BG	TBC1D10A	2	7416.2675	TBC1 domain family member 10A
Vascular endothelial growth factor B	Keratin type I cytoskeletal 10	VEGFB	KRT10	2	7489.305	keratin 10
Thrombomodulin	Keratin type I cytoskeletal 10	THBD	KRT10	2	8603.3575	keratin 10
Protein S100-A9	Keratin type I cytoskeletal 10	S100A9	KRT10	2	7675.372499999999	keratin 10
Protein S100-A12	Keratin type I cytoskeletal 10	S100A12	KRT10	2	8258.467499999999	keratin 10
Protein_deglycase_DJ-1	Keratin type I cytoskeletal 10	PARK7	KRT10	2	6350.3	keratin 10
Nucleoside diphosphate kinase A	Keratin type I cytoskeletal 10	NME1	KRT10	2	5852.0525	keratin 10
Lumican	Keratin type I cytoskeletal 10	LUM	KRT10	2	9133.44	keratin 10
Galectin-3	Keratin type I cytoskeletal 10	LGALS3	KRT10	2	8231.745	keratin 10
Keratin type I cytoskeletal 9	Keratin type I cytoskeletal 10	KRT9	KRT10	2	5633.63	keratin 10
Keratin-type II cytoskeletal 2 epidermal	Keratin type I cytoskeletal 10	KRT2	KRT10	2	3757.315	keratin 10
Insulin-like growth factor-binding protein 3	Keratin type I cytoskeletal 10	IGFBP3	KRT10	2	7671.2525	keratin 10
Heat shock protein beta-1	Keratin type I cytoskeletal 10	HSPB1	KRT10	2	6541.6	keratin 10
78 kDa glucose-regulated protein	Keratin type I cytoskeletal 10	HSPA5	KRT10	2	5706.692499999999	keratin 10
Ferritin heavy chain	Keratin type I cytoskeletal 10	FTH1	KRT10	2	8285.6475	keratin 10
Extracellular matrix protein 1	Keratin type I cytoskeletal 10	ECM1	KRT10	2	7989.9125	keratin 10
Desmoplakin	Keratin type I cytoskeletal 10	DSP	KRT10	2	7508.25	keratin 10
Collagen alpha-1(I) chain	Keratin type I cytoskeletal 10	COL1A1	KRT10	2	8899.875	keratin 10
Collagen alpha-2(I) chain	Keratin type I cytoskeletal 10	COL1A2	KRT10	2	9232.16	keratin 10
Beta-2-microglobulin	Keratin type I cytoskeletal 10	B2M	KRT10	2	8163.067499999999	keratin 10
Apolipoprotein M	Keratin type I cytoskeletal 10	APOM	KRT10	2	7200.6325	keratin 10
Alpha-1B-glycoprotein_VAR_018369	Keratin type I cytoskeletal 10	A1BG	KRT10	2	8299.942500000001	keratin 10
Vascular endothelial growth factor B	Galectin-3-binding protein	VEGFB	LGALS3BP	3	6796.41	galectin 3 binding protein
Vascular cell adhesion protein 1	Galectin-3-binding protein	VCAM1	LGALS3BP	3	8619.919999999998	galectin 3 binding protein
Vasorin	Galectin-3-binding protein	VASN	LGALS3BP	3	7674.3775	galectin 3 binding protein
Tumor necrosis factor receptor superfamily member 1A	Galectin-3-binding protein	TNFRSF1A	LGALS3BP	3	5907.62	galectin 3 binding protein
Metalloproteinase inhibitor 2	Galectin-3-binding protein	TIMP2	LGALS3BP	3	5230.227500000001	galectin 3 binding protein
Metalloproteinase inhibitor 1	Galectin-3-binding protein	TIMP1	LGALS3BP	3	5739.01	galectin 3 binding protein
SPARC	Galectin-3-binding protein	SPARC	LGALS3BP	3	7527.785000000001	galectin 3 binding protein
Plasma protease C1 inhibitor	Galectin-3-binding protein	SERPING1	LGALS3BP	3	2482.745	galectin 3 binding protein
Pigment epithelium-derived factor	Galectin-3-binding protein	SERPINF1	LGALS3BP	3	7156.185	galectin 3 binding protein
Plasma serine protease inhibitor	Galectin-3-binding protein	SERPINA5	LGALS3BP	3	8289.145	galectin 3 binding protein
Alpha-1-antichymotrypsin	Galectin-3-binding protein	SERPINA3	LGALS3BP	3	7517.4025	galectin 3 binding protein
Alpha-1-antitrypsin	Galectin-3-binding protein	SERPINA1	LGALS3BP	3	6158.282499999999	galectin 3 binding protein
Sterile alpha motif domain-containing protein 9-like	Galectin-3-binding protein	SAMD9L	LGALS3BP	3	3692.795	galectin 3 binding protein
Serum amyloid A-1	Galectin-3-binding protein	SAA1	LGALS3BP	3	8827.953333333333	galectin 3 binding protein
Protein S100-B	Galectin-3-binding protein	S100B	LGALS3BP	3	7838.4075	galectin 3 binding protein
Endothelial protein C receptor	Galectin-3-binding protein	PROCR	LGALS3BP	3	7279.8675	galectin 3 binding protein
Phospholipid transfer protein	Galectin-3-binding protein	PLTP	LGALS3BP	3	4667.455	galectin 3 binding protein
Xaa-Pro dipeptidase	Galectin-3-binding protein	PEPD	LGALS3BP	3	6891.0925	galectin 3 binding protein
Neuropilin-2	Galectin-3-binding protein	NRP2	LGALS3BP	3	7975.1475	galectin 3 binding protein
72 KDa type IV collagenase	Galectin-3-binding protein	MMP2	LGALS3BP	3	8024.2225	galectin 3 binding protein
Melanotransferrin	Galectin-3-binding protein	MELTF	LGALS3BP	3	7491.4125	galectin 3 binding protein
Lumican	Galectin-3-binding protein	LUM	LGALS3BP	3	8715.595000000001	galectin 3 binding protein
Galectin-3	Galectin-3-binding protein	LGALS3	LGALS3BP	3	7993.022500000001	galectin 3 binding protein
Neutrophil gelatinase-associated lipocalin	Galectin-3-binding protein	LCN2	LGALS3BP	3	8948.452500000001	galectin 3 binding protein
Insulin-like growth factor-binding protein 3	Galectin-3-binding protein	IGFBP3	LGALS3BP	3	8434.420000000002	galectin 3 binding protein
Insulin-like growth factor-binding protein 2	Galectin-3-binding protein	IGFBP2	LGALS3BP	3	5580.23	galectin 3 binding protein
Intercellular adhesion molecule 1	Galectin-3-binding protein	ICAM1	LGALS3BP	3	7184.375	galectin 3 binding protein
Heat shock protein beta-1	Galectin-3-binding protein	HSPB1	LGALS3BP	3	6075.9625	galectin 3 binding protein
78 kDa glucose-regulated protein	Galectin-3-binding protein	HSPA5	LGALS3BP	3	7414.475	galectin 3 binding protein
Glutathione S-transferase P	Galectin-3-binding protein	GSTP1	LGALS3BP	3	7981.9425	galectin 3 binding protein
Gelsolin	Galectin-3-binding protein	GSN	LGALS3BP	3	5441.7125	galectin 3 binding protein
IgGFc-binding protein	Galectin-3-binding protein	FCGBP	LGALS3BP	3	6153.5725	galectin 3 binding protein
Fibulin-1	Galectin-3-binding protein	FBLN1	LGALS3BP	3	7836.955	galectin 3 binding protein
Clusterin	Galectin-3-binding protein	CLU	LGALS3BP	3	6463.7975	galectin 3 binding protein
Epidermal growth factor receptor	Galectin-3-binding protein	EGFR	LGALS3BP	3	8131.6625	galectin 3 binding protein
Extracellular matrix protein 1	Galectin-3-binding protein	ECM1	LGALS3BP	3	5599.685	galectin 3 binding protein
Collagen alpha-1(I) chain	Galectin-3-binding protein	COL1A1	LGALS3BP	3	6801.617499999999	galectin 3 binding protein
Collagen alpha-1(XVIII) chain	Galectin-3-binding protein	COL18A1	LGALS3BP	3	6760.9675	galectin 3 binding protein
Collagen alpha-1(III) chain	Galectin-3-binding protein	COL3A1	LGALS3BP	3	8577.395	galectin 3 binding protein
Complement factor H	Galectin-3-binding protein	CFH	LGALS3BP	3	7148.025	galectin 3 binding protein
Complement factor B	Galectin-3-binding protein	CFD	LGALS3BP	3	7814.389999999999	galectin 3 binding protein
Complement factor D	Galectin-3-binding protein	CFD	LGALS3BP	3	7814.389999999999	galectin 3 binding protein
Complement C3	Galectin-3-binding protein	C3	LGALS3BP	3	5983.895	galectin 3 binding protein
Complement factor I	Galectin-3-binding protein	CFI	LGALS3BP	3	5876.7925000000005	galectin 3 binding protein
Complement C2	Galectin-3-binding protein	C2	LGALS3BP	3	4273.74	galectin 3 binding protein
Complement C1s subcomponent	Galectin-3-binding protein	C1S	LGALS3BP	3	5400.0975	galectin 3 binding protein
Complement C1r subcomponent	Galectin-3-binding protein	C1RL	LGALS3BP	3	7238.450000000001	galectin 3 binding protein
Complement C1r subcomponent-like protein	Galectin-3-binding protein	C1RL	LGALS3BP	3	7238.450000000001	galectin 3 binding protein
Complement C1r subcomponent	Galectin-3-binding protein	C1RL	LGALS3BP	3	7238.450000000001	galectin 3 binding protein
Complement C1r subcomponent-like protein	Galectin-3-binding protein	C1RL	LGALS3BP	3	7238.450000000001	galectin 3 binding protein
Complement C1q subcomponent subunit C	Galectin-3-binding protein	C1QC	LGALS3BP	3	6017.78	galectin 3 binding protein
Complement C1q subcomponent subunit B	Galectin-3-binding protein	C1QB	LGALS3BP	3	5945.4400000000005	galectin 3 binding protein
Complement C1q subcomponent subunit A	Galectin-3-binding protein	C1QA	LGALS3BP	3	6371.3475	galectin 3 binding protein
Collagen alpha-2(I) chain	Galectin-3-binding protein	COL1A2	LGALS3BP	3	7863.1825	galectin 3 binding protein
Biotinidase	Galectin-3-binding protein	BTD	LGALS3BP	3	6873.6775	galectin 3 binding protein
Beta-2-microglobulin	Galectin-3-binding protein	B2M	LGALS3BP	3	4122.2725	galectin 3 binding protein
Zinc-alpha-2-glycoprotein	Galectin-3-binding protein	AZGP1	LGALS3BP	3	8375.29	galectin 3 binding protein
Apolipoprotein L1	Galectin-3-binding protein	APOL1	LGALS3BP	3	1904.2	galectin 3 binding protein
Angiotensinogen	Galectin-3-binding protein	AGT	LGALS3BP	3	8467.3975	galectin 3 binding protein
Alpha-2-macroglobulin	Galectin-3-binding protein	A2M	LGALS3BP	3	8135.84	galectin 3 binding protein
Vascular endothelial growth factor B	Insulin-like growth factor-binding protein 3	VEGFB	IGFBP3	2	7023.92	insulin like growth factor binding protein 3
Vascular cell adhesion protein 1	Insulin-like growth factor-binding protein 3	VCAM1	IGFBP3	2	5025.815	insulin like growth factor binding protein 3
Vasorin	Insulin-like growth factor-binding protein 3	VASN	IGFBP3	2	4935.365000000001	insulin like growth factor binding protein 3
Metalloproteinase inhibitor 1	Insulin-like growth factor-binding protein 3	TIMP1	IGFBP3	2	7169.0325	insulin like growth factor binding protein 3
Thrombospondin-1	Insulin-like growth factor-binding protein 3	THBS1	IGFBP3	2	5806.38	insulin like growth factor binding protein 3
Thrombomodulin	Insulin-like growth factor-binding protein 3	THBD	IGFBP3	2	7903.132500000001	insulin like growth factor binding protein 3
Tissue_factor_pathway_inhibitor	Insulin-like growth factor-binding protein 3	TFPI	IGFBP3	2	6273.875	insulin like growth factor binding protein 3
Osteopontin	Insulin-like growth factor-binding protein 3	SPP1	IGFBP3	2	7605.7025	insulin like growth factor binding protein 3
SPARC	Insulin-like growth factor-binding protein 3	SPARC	IGFBP3	2	8221.1075	insulin like growth factor binding protein 3
Plasma protease C1 inhibitor	Insulin-like growth factor-binding protein 3	SERPING1	IGFBP3	2	7461.785	insulin like growth factor binding protein 3
Pigment epithelium-derived factor	Insulin-like growth factor-binding protein 3	SERPINF1	IGFBP3	2	6708.044999999999	insulin like growth factor binding protein 3
Plasminogen activator inhibitor 1	Insulin-like growth factor-binding protein 3	SERPINE1	IGFBP3	2	4852.7475	insulin like growth factor binding protein 3
Plasma serine protease inhibitor	Insulin-like growth factor-binding protein 3	SERPINA5	IGFBP3	2	9007.4225	insulin like growth factor binding protein 3
Alpha-1-antichymotrypsin	Insulin-like growth factor-binding protein 3	SERPINA3	IGFBP3	2	7031.2525	insulin like growth factor binding protein 3
Serum amyloid A-4 protein	Insulin-like growth factor-binding protein 3	SAA4	IGFBP3	2	8169.717500000001	insulin like growth factor binding protein 3
Serum amyloid A-1	Insulin-like growth factor-binding protein 3	SAA1	IGFBP3	2	6680.0233333333335	insulin like growth factor binding protein 3
Pregnancy zone protein	Insulin-like growth factor-binding protein 3	PZP	IGFBP3	2	7877.3575	insulin like growth factor binding protein 3
Vitamin K-dependent protein S	Insulin-like growth factor-binding protein 3	PROS1	IGFBP3	2	7669.395	insulin like growth factor binding protein 3
Endothelial protein C receptor	Insulin-like growth factor-binding protein 3	PROCR	IGFBP3	2	7807.769999999999	insulin like growth factor binding protein 3
Proteoglycan 4	Insulin-like growth factor-binding protein 3	PRG4	IGFBP3	2	8949.5525	insulin like growth factor binding protein 3
Pappalysin-1	Insulin-like growth factor-binding protein 3	PAPPA	IGFBP3	2	5448.32	insulin like growth factor binding protein 3
Neuropilin-2	Insulin-like growth factor-binding protein 3	NRP2	IGFBP3	2	5975.672500000001	insulin like growth factor binding protein 3
Beta-nerve growth factor	Insulin-like growth factor-binding protein 3	NGF	IGFBP3	2	6137.035000000001	insulin like growth factor binding protein 3
Mucin-16	Insulin-like growth factor-binding protein 3	MUC16	IGFBP3	2	6045.740000000001	insulin like growth factor binding protein 3
72 KDa type IV collagenase	Insulin-like growth factor-binding protein 3	MMP2	IGFBP3	2	6491.57	insulin like growth factor binding protein 3
Interstitial collagenase	Insulin-like growth factor-binding protein 3	MMP1	IGFBP3	2	6457.6425	insulin like growth factor binding protein 3
Matrix Gla protein	Insulin-like growth factor-binding protein 3	MGP	IGFBP3	2	6799.575	insulin like growth factor binding protein 3
Lumican	Insulin-like growth factor-binding protein 3	LUM	IGFBP3	2	3910.925	insulin like growth factor binding protein 3
Endothelial lipase	Insulin-like growth factor-binding protein 3	LIPG	IGFBP3	2	8564.0725	insulin like growth factor binding protein 3
Neutrophil gelatinase-associated lipocalin	Insulin-like growth factor-binding protein 3	LCN2	IGFBP3	2	7884.342500000001	insulin like growth factor binding protein 3
Lipopolysaccharide-binding protein	Insulin-like growth factor-binding protein 3	LBP	IGFBP3	2	8511.7775	insulin like growth factor binding protein 3
Interleukin-6	Insulin-like growth factor-binding protein 3	IL6	IGFBP3	2	8226.27	insulin like growth factor binding protein 3
Insulin-like growth factor-binding protein 1	Insulin-like growth factor-binding protein 3	IGFBP1	IGFBP3	2	2233.0225	insulin like growth factor binding protein 3
Follistatin-related protein 1	Insulin-like growth factor-binding protein 3	FSTL1	IGFBP3	2	3109.6075	insulin like growth factor binding protein 3
Fibronectin	Insulin-like growth factor-binding protein 3	FN1	IGFBP3	2	3585.6075	insulin like growth factor binding protein 3
Fibrinogen beta chain	Insulin-like growth factor-binding protein 3	FGB	IGFBP3	2	8638.475	insulin like growth factor binding protein 3
Fibulin-1	Insulin-like growth factor-binding protein 3	FBLN1	IGFBP3	2	5912.067499999999	insulin like growth factor binding protein 3
Clusterin	Insulin-like growth factor-binding protein 3	CLU	IGFBP3	2	8313.455	insulin like growth factor binding protein 3
Gamma-enolase	Insulin-like growth factor-binding protein 3	ENO2	IGFBP3	2	7030.23	insulin like growth factor binding protein 3
Elastin	Insulin-like growth factor-binding protein 3	ELN	IGFBP3	2	7080.33	insulin like growth factor binding protein 3
Epidermal growth factor receptor	Insulin-like growth factor-binding protein 3	EGFR	IGFBP3	2	4662.31	insulin like growth factor binding protein 3
Desmoplakin	Insulin-like growth factor-binding protein 3	DSP	IGFBP3	2	5073.772500000001	insulin like growth factor binding protein 3
Dickkopf-related protein 1	Insulin-like growth factor-binding protein 3	DKK1	IGFBP3	2	5407.585	insulin like growth factor binding protein 3
Collagen alpha-1(I) chain	Insulin-like growth factor-binding protein 3	COL1A1	IGFBP3	2	3697.12	insulin like growth factor binding protein 3
Collagen alpha-1(XVIII) chain	Insulin-like growth factor-binding protein 3	COL18A1	IGFBP3	2	5718.5725	insulin like growth factor binding protein 3
Collagen alpha-1(III) chain	Insulin-like growth factor-binding protein 3	COL3A1	IGFBP3	2	4246.030000000001	insulin like growth factor binding protein 3
Calponin-1	Insulin-like growth factor-binding protein 3	CNN1	IGFBP3	2	7823.33	insulin like growth factor binding protein 3
Complement factor H	Insulin-like growth factor-binding protein 3	CFH	IGFBP3	2	3823.4825	insulin like growth factor binding protein 3
Ceruloplasmin	Insulin-like growth factor-binding protein 3	CP	IGFBP3	2	3627.4025	insulin like growth factor binding protein 3
Cadherin-5	Insulin-like growth factor-binding protein 3	CDH5	IGFBP3	2	8086.3675	insulin like growth factor binding protein 3
Cadherin-13	Insulin-like growth factor-binding protein 3	CDH13	IGFBP3	2	6358.063333333333	insulin like growth factor binding protein 3
Complement component C7	Insulin-like growth factor-binding protein 3	C7	IGFBP3	2	9017.23	insulin like growth factor binding protein 3
Complement C3	Insulin-like growth factor-binding protein 3	C3	IGFBP3	2	7854.4025	insulin like growth factor binding protein 3
Complement factor I	Insulin-like growth factor-binding protein 3	CFI	IGFBP3	2	5833.43	insulin like growth factor binding protein 3
Complement C1s subcomponent	Insulin-like growth factor-binding protein 3	C1S	IGFBP3	2	3686.2775	insulin like growth factor binding protein 3
Collagen alpha-2(I) chain	Insulin-like growth factor-binding protein 3	COL1A2	IGFBP3	2	4159.965	insulin like growth factor binding protein 3
Apolipoprotein L1	Insulin-like growth factor-binding protein 3	APOL1	IGFBP3	2	6457.41	insulin like growth factor binding protein 3
Angiogenin	Insulin-like growth factor-binding protein 3	ANG	IGFBP3	2	7656.214999999999	insulin like growth factor binding protein 3
ADM	Insulin-like growth factor-binding protein 3	ADM	IGFBP3	2	4364.87	insulin like growth factor binding protein 3
Adhesion G protein-coupled receptor F5	Insulin-like growth factor-binding protein 3	ADGRF5	IGFBP3	2	8084.095	insulin like growth factor binding protein 3
A disintegrin and metalloproteinase with thrombospondin motifs 9	Insulin-like growth factor-binding protein 3	ADAMTS9	IGFBP3	2	6207.4	insulin like growth factor binding protein 3
